ID,transcription
projects/voice-clonning-b3160/databases/(default)/documents/Users/2SBCIHhneUWAOl8xFx4l599YzjT2/Recordings/GWG7DjGf5tg6bVIW6iRc,اسلام علیکم احمد میں مریم نواز بات کر رہی ہو احمد آپ کو مجھے بتاؤ اپنا رول نمبر اور سب کچھ بتاؤ کہ میں سارے ڈیٹیل دوں کہ میں آگے بات کروں آپ کے لئے سٹین لوٹی کے انشاءاللہ سیلیکٹ ہو گیا ضرور تینسن نہ لوں
projects/voice-clonning-b3160/databases/(default)/documents/Users/W07vt80fFEUclU10zcGNUz7SdWR2/Recordings/NnC2S32FSwGY8fOgQs6Q,اسلام علیکم ایڈمین میں نے آپ سے بات کرنی تھی لیکن آپ اگنوری کرتے جارہے ہیں مجھے اگنوری کرتے جارہے ہیں میں میسیج بھی کرنی ہوں اس لئے میں نے کہا میں وائز کر دیتی ہوں آپ سن لیں گے میں آپ کو یہ بتا رہی تھا یہ جو بیس کالیج کے پرنسپل ہیں دعا کرو ان کا دوسری شادی کا پلان بن جائے تو میں ان سے دوسری شادی کر لوں گی اور یہ جو سر راشد ہے مجھے ان سے اتنا پیار ہے اتنا پیار ہے کہ دنیا مجھے جنت مل جائے گی اگر ان کے دوسری شادی کا پلان بن جاتا ان کا آواز ان کا کھانے پینے کا طریقہ سب بھی اے ای وان ہے کوئی اس میں خرابی نہیں ہے مجھے بہت پسند ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/LmqH4qF213WFuw3Fgon2RMI23pP2/Recordings/C7goftkhIJWPg8652X51,اسلام علیکم ایلیان کیا حالے چھیک ہو میں عمران خان بات کر رہا ہوں اور یہ سفتر کا ایہہ یہ جو وہ خود یوز کر رہا ہے اور یہ بتاؤ کہ میری آواز کیسی ہے مزید کی ہے دوسری بات یہ ہے کہ کیسے ہو جانے چھیک ہو مزید میں اور پاکستان تحریف انصاف اور یہ جو سارے چور ڈاکو بیٹے ہوئے ہیں انشاءاللہ ان سب کو میں پکڑ کر سرطرہ ارنو وانو کروں گا سائی ہے نا پس مجھے اس میں تھوڑی ڈیگز کی حل پچھائی ہے کیوں تیس
projects/voice-clonning-b3160/databases/(default)/documents/Users/vd1UkG7FsDU31gXjoxhSHL9Wj2I2/Recordings/WPEvnIVb8qoTNJnqvYzB,اسلام علیکم جدار کیا حال ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/ytEC4wPa6bUlo8rBilMXCnFi2zo1/Recordings/DEgwR2gGq4eirtIXoMFN,اسلام علیکم جلی دستورینج ایڈا خیر دا خیر جوڑی ہے ٹکٹر شکر دا وصفہ دا خیر خیریت دا خدا حضور علیہ علیہ وسلم انچالو دو
projects/voice-clonning-b3160/databases/(default)/documents/Users/cAtFSAMFmdQeBcuNgjMnOABUEDR2/Recordings/FzsAFSr73e5MYeVGOrrs,اسلام علیکم جنگلک خیبرہ بری خیریت تے جنگلک بی خیبر کیا رہا ہے انہوں نے تباست نکی ہے مالچ تباست کیا ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/uFT9sVFcnEgdgvy5hU0uIpfhwS23/Recordings/gOTEVSpAVOgopowThowk,اسلام علیکم جی پاکستان میں شیخ رشید بات کر رہا ہوں اور میں یہ کہنا چاہتا ہوں کیوں کہ یہ جو عمر نام کا لڑکا ہے ریپور یونیورسٹی کا تو اس سے جو ہے آپ نے بچ کے رہنا یہ بڑا دو نمبر قسم کا اور اہمی قسم کا لڑکا ہے جی بہت شکریہ
projects/voice-clonning-b3160/databases/(default)/documents/Users/GUwbfNxpHfVg5dTtJfUhEwba3pB2/Recordings/KaVcyX7FDFuFPfVuqssf,اسلام علیکم جی چوئی صاحب میرا پیغام جو ہے وہ کراچی میں لڑکا ہوتا ہے زرار احمد نام کا نواز سروس ٹیشن پہ ہوتا ہے لڑکا اس کو میرا یار یہ پیغام پچھا دو کہ بھائی میں تنگ آگیا ہوں میری لال اویلی گئی میرے اکاؤنٹ و اکاؤنٹ ان لوگوں نے سیز کر دی ہیں میرا کوئی سلح سفائی سے مسئلہ حال کراؤ میں نے اس رگے کے بارے میں سنا ہے کہ یہ میاں صاحب کا بڑا قریبی بندہ ہے اس کو بھولو میاں صاحب کو بھول کے ہمارا کام شام کروایا ہے میں تو فز گیا ہوں بھائی نہ ادھر خان ہے نہ ادھر کوئی اور ہے پنڈی والے بھی نراض ہیں میرے سے تو کڑو یار بھائی مربانی ہوئی گی یار
projects/voice-clonning-b3160/databases/(default)/documents/Users/SbBrqZLSHMMOAC3ohohQyeixwcs2/Recordings/prqjzDKoufoInnDT7PR0,اسلام علیکم جی دیکھیں جی یہ ویڈیو میسج میں بنا رہا ہوں اپنے افیشل ٹک ٹک اکاؤنٹ پہ اپلوڈ کروں گا شیخ احمد رشید یہ میرا ٹک ٹک اکاؤنٹ ہے اچھا جی بڑے لوگوں نے مجھے کہا ہے کہ شیخ صاحب یہ پی ٹی آئی کو چھوڑ دیں آپ کو پچاس لاکھ رپیہ دے دیں گے امران خان کا ساتھ نہیں چھوڑنے والا میں انشاء اللہ خان صاحب کے ساتھ رہوں گا تھا اور ہوں پورا پاکستان جانتا ہے کہ خان صاحب کے ساتھ دل و جان سے ہم نے پیار کیا ہے اور آج تک شیخ رشید پہ کوئی کرپشن کا کیس اگر کوئی ثابت کرتا ہے تو میں اس بندے کو روپیہ ایک کروڑ پہ دوں گا اگر کوئی بھی بندہ پورے پاکستان میں سے اٹھ کے یہ ثابت کرتا ہے کہ شیخ رشید نے اپنے عدو میں کرپشن کیا ہے دیکھیں جی کرپشن ہم نے کی نہیں تو یہ پھر بات ہی نہیں آتی شکریہ جی
projects/voice-clonning-b3160/databases/(default)/documents/Users/uFT9sVFcnEgdgvy5hU0uIpfhwS23/Recordings/Mj4dZeXnifS1LJgvuyuD,اسلام علیکم جی میں شیخ رشید بات کر رہا ہوں اور میرا یہ پغام ہے کہ حق شاکھ ہوگا کہ اسی صروبہ اور کیا ہوگا امممم ایک یہ بھی لے لو
projects/voice-clonning-b3160/databases/(default)/documents/Users/uFT9sVFcnEgdgvy5hU0uIpfhwS23/Recordings/1a3HMNFiDPpnFwKguzPq,اسلام علیکم جی میں شیخ رشید بات کر رہا ہوں اور میں یہ کہنا چاہوں گا کہ یہ جو عمر نام کا لڑکا ہے جی حریفور کا یہ حریفور یونیورسٹی میں جو پڑھتا ہے جی یہ بڑا رحمی لڑکا ہے اس سے بات کریں جی
projects/voice-clonning-b3160/databases/(default)/documents/Users/uFT9sVFcnEgdgvy5hU0uIpfhwS23/Recordings/ESUMIl7fekG6l6GX6fCv,اسلام علیکم جی میں شیخ عرشید بات کر رہا ہوں اور میں یہ کہنا چاہتا ہوں کہ بھئی حق شاہی ہوگا کسی سوگا اور کیا ہوگا یہ بھی لے لو
projects/voice-clonning-b3160/databases/(default)/documents/Users/a7CQmaINgnV79vzY9InFP6GLkVu2/Recordings/NKoHtt9H6EiU8NvSdYGz,اسلام علیکم چوئی صاحب کی حال ہے توڑا چوئی صاحب شیخ عشید گل کر رہا ہے چوئی صاحب دا یار مڈا ایک ہے گا ضرار احمد ناہ دا نواز سرویسٹیشن تو ہندا کراچی چاہے اس کو یار ایک پہخان دو یار اس کا میں نے سنا ہے کہ لڑکا جو ہے بڑا کام کا لڑکا ہے مہا صاحب سے جو ہے وہ ڈائریک راپٹن اس کو بولو یار کوئی صلاح صفائی کرے میرا بھی ماملا حال کروئے چوئی صاحب چھپ چھپ کے جو ہے وہ تنگ آگیا ہے کب تک چھپوں گا یار چوئی صاحب تو اس لڑکے کو بولو مہربانی کرے میہا صاحب کے ساں کوئی ہمارا بیٹھک کروائے بات شاد کرے ہماری یہ لال اویلی تو دے دو مجھے یار لال اویلی بھی میں کہاں جاؤں گا میہا تو چوئی صاحب اس سے بات کرویار ضرار بھائی کچھ کرو یار ضرار بھائی مفی دے دے یار سانو
projects/voice-clonning-b3160/databases/(default)/documents/Users/GUwbfNxpHfVg5dTtJfUhEwba3pB2/Recordings/bkvfzJxTaYuZQFQxveIK,اسلام علیکم چوری صاحب میرا ایک پیغام ہے کراچی چھ ایک منڈا ہوندے زرار احمد ناہ دا اس کو جو ہے میرا یہ پیغام ایک پہچانا تھا جی نواز سرورس ٹیشن پہ ہوتا ہے لڑکا دیکھیں جی میں اس سے جو ہے وہ کہتا ہوں کہ اپنے لیڈر سیڈر سے معافی مانگے میری طرف سے غلطی ہو گئی میری لال عویلی بھی یہ لوگ لے کر جا رہے ہیں دو تین بندوں نے بولا کہ آپ جو ہے وہ زرار سے بات کرو اس کا جو ہے وہ ڈائریک رابطہ ہے جی چوری صاحب اس کا لڑکا کا میہا صاحب کے ساتھ کوئی بات کر کے کوئی راستہ بیچ کے نکالے میں تو فز گیا مربانی کرو ہمارے بارے میں سوچو کچھ تو یہ کیا ہے بڑی مربانی ہوگی آپ کی
projects/voice-clonning-b3160/databases/(default)/documents/Users/TOhBQQv3X4faogtVEfEBXi2vlUf1/Recordings/OdpBnm3POLyh53IDJEaR,اسلام علیکم خوزمہ کیا حال ہے؟ آپ کا مسئلہ حال ہویا ہے یا نہیں؟ مسئلہ کا حال ہویا ہے یا نہیں؟ آپ کو مصطلح نہیں کرتا؟ میں نے کہا کہ کبھی کسی بھی ڈھونگ کرے اور میں نے کہا کہ آپ میرے بھٹو ہیں سمجھے میرے بھٹو؟ میری بھائی سنو کدھے فریویں میں بیکن کے سگار پینے ہوں سمجھے میرے بھائی؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/TOhBQQv3X4faogtVEfEBXi2vlUf1/Recordings/LwsfPKSpOHuwuqbqoQgq,اسلام علیکم خوزیما پی اے میل اے یا پی پی ٹی اے اس میں آپ جو ہے میرے ساتھ جو ہے امران خان کے حلافہ لڑنے کی جو ہے توڑیسی یہ مجھے ساجش کی ضرورت ہے آپ کی اور دوسری بات یہ ہے کہ میرا پردیلہ آگیا ہے میں مریم نواز یہ اعلان کرتی ہوں کہ سفتر اگر آجائے تو اس کو میں ہر طرح سب خوش رکھوں گی اور اس کا جو بھی کوئی چیز ہوگا میں پوری کر دوں گی
projects/voice-clonning-b3160/databases/(default)/documents/Users/TOhBQQv3X4faogtVEfEBXi2vlUf1/Recordings/HMpEr4rgnOHyQth14Amv,اسلام علیکم خوض عمہ کیا ہے لیکن آپ ٹھیک ہیں جان؟ جان ، آپ کی مسئلہ کیا ہے؟ آپ کو کچھ بتا سکتے ہیں یا نہیں بتا سکتے ہیں؟ ہاں ، اگر آپ کوئی مسئلہ پریشانی ہے تو جان ، آپ کو مجھے کارل گرنہ کریں ، ٹھیک ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/Xm2I4CtfIBdULKFs6OYlnZkxOqV2/Recordings/9Wc1cgDdXnAail48SnyM,اسلام علیکم دوستو آپ کیسے ہیں تبیر صبر ٹھیک ہے آپ کی
projects/voice-clonning-b3160/databases/(default)/documents/Users/wPNCkPCGuZgYapkJp7tkGOav0U72/Recordings/DWVnp4e4kbTcxR0CMCfE,اسلام علیکم زشان کیسے ہو تم؟ زشان میں بات کرنا چاہتا تھا تم آج کل زین سے بہت خفا ہو کیا چکر ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/NUskwtWZw0XfOz15p6qAue3Ox2r1/Recordings/GMY1OzAT5zcfkHUuKnjG,اسلام علیکم زیم رنخانیم. سبویه. جا سبویه ایم؟ من رنخان هستم.
projects/voice-clonning-b3160/databases/(default)/documents/Users/NUskwtWZw0XfOz15p6qAue3Ox2r1/Recordings/V07oQkp1FzXKa04AcH3K,اسلام علیکم زیمران خانیم دیپٹیائی مالک وعلیکم السلام علیکم
projects/voice-clonning-b3160/databases/(default)/documents/Users/4mTYl63ZQHc7JPJaSqUIsJVu1H83/Recordings/LrmTvgVI12MVU0gqBof1,اسلام علیکم سادھ روٹ سنگھے ٹکٹک خیرہدہ امران خان خبرکوں میں اٹھاک جیلنا خبر شیئرہی میں چیتت کورٹ میریج کے نوسد پوئے کامچیز ہم جیل دوں دی کورٹ میریج پوجے راہ رہے ہیں میں کم جی نئی میں چکولد آگا پہلانے خواندوں اور آگا چیدے راپس پولیس کیس کو دادے جیل دے رویشتہ میں ڈیویشتہ میں لطف ہم چکے خیال کوا دشمنی پولیس کے سلابیہ دانٹینگیو موگلم دعا کوچی زر رہو جو اور موگلم در تہ دعا کوچی بازا کورٹ وارا مسئلہ جیسے الحرشی
projects/voice-clonning-b3160/databases/(default)/documents/Users/CX2AbYm5vKUBJnOXmAODSuWafO33/Recordings/JOy6AUwo1yWVaRcEAixx,اسلام علیکم شادیب کیا حال ہے آپ کا
projects/voice-clonning-b3160/databases/(default)/documents/Users/KoaS5Xx4JlPkKabsofnsmOz3kAN2/Recordings/3Qp6sn0SQUsX6kIF2zqg,اسلام علیکم شیبکو شادی مبارکو شیخ رشید کی طرف سے
projects/voice-clonning-b3160/databases/(default)/documents/Users/m86lxe5wzCdtrnDycGsj1HpXNFC3/Recordings/EZzAKBGtqKlDdseLDNqi,اسلام علیکم عبداللہ کیا حال ہے آپ کا مہوں کیسے ہے آپ کے کسی رشتہ در کی شادی ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/OvehWUpSt1I8QiwpNuUL,اسلام علیکم کیا حال ہے ریکارڈنگ نمبر سیکس
projects/voice-clonning-b3160/databases/(default)/documents/Users/ecbHVlxZZMSTxVtQ4N36gWaQkB53/Recordings/Waj9JCnb6JdTUoarwumZ,اسلام علیکم کیا حال ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/wPNCkPCGuZgYapkJp7tkGOav0U72/Recordings/BjA7x86rlbi8BVq5BFMp,اسلام علیکم کیسے ہیں آپ سب لوگ اسلام علیکم کیسے ہیں آپ سب لوگ
projects/voice-clonning-b3160/databases/(default)/documents/Users/tPJZSuhWArW7XEuAg4rX2TM7u893/Recordings/0OtkaAfrU11CxZznuwyX,اسلام علیکم کیسے ہیں آپ لوگ میں ہوں آپ کی ہوسٹ اور دوست مریم نواز
projects/voice-clonning-b3160/databases/(default)/documents/Users/LmqH4qF213WFuw3Fgon2RMI23pP2/Recordings/ezMSDbi1khicJLDFEQEw,اسلام علیکم لکمان میں ہوں تمہارا نمبر میں نے اپنے بھائی کے موبائل سے چھوکے سے لیا ہے غصہ متونا تمہارا پتہ ہے یا نہیں لیکن میں تم سے بہت زیادہ پیار کرتی ہوں اور میں پانچ ماہینے سے تمہارا ویٹ کر رہی ہو کہ تم آجاؤ اور کسی طرح تم سے میری بات ہو جائے لیکن تمہیں میں نے لیٹر بھی دیا ہے اور تم نے کسی چیز کا ریپلائی نہیں کیا یہ میں نے بھائی کے موبائل سے چھوکے سے نمبر لیا ہے آپ کا تو پلیس مجھے ریپلائی دے دو
projects/voice-clonning-b3160/databases/(default)/documents/Users/4mTYl63ZQHc7JPJaSqUIsJVu1H83/Recordings/UiI7GmKvwEV9v6Z99OE0,اسلام علیکم مماندار و صنگیہ کٹا خریدتے جوڑ تکڑو
projects/voice-clonning-b3160/databases/(default)/documents/Users/bgIEHr83VkME9qaB7OK1StlzcdK2/Recordings/dEZEhjqD3G0I4kJcRw6G,اسلام علیکم مہا بلالہ ملکے بڑی خوشی ہوئی اور میں پاکستانی اتصان داس کے جا رہا ہوں
projects/voice-clonning-b3160/databases/(default)/documents/Users/dox6ypHyw0hRQ4FWafY7ePjslRu1/Recordings/iKdUN00OM7af8ALywi5X,اسلام علیکم میرا نام عمران خان ہے اور میں آپ سب کو یہ بتانا چاہتا ہوں کہ احمد ایڈیٹس کے بائنزر فالور پر آپ سب کا بہت بہت شکریہ اسی طرح یہ بائی کو سپورٹ کرتے رہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/dox6ypHyw0hRQ4FWafY7ePjslRu1/Recordings/GtA0EbwQsucoWlw1gDqA,اسلام علیکم میرے پاکستانی بھائیوں آج میں آپ کو سب کو یہ بتانا چاہتا ہوں کہ دغرندی کو بلکل بھی ٹک ٹک پر فولو نہ کریں کیونکہ دغرندائے ایک دغرندائے ہیں
projects/voice-clonning-b3160/databases/(default)/documents/Users/3fsGdNmVZ0MAXJEEqA058t8olnd2/Recordings/zC8fjCij4CZLZrkyB2Nt,اسلام علیکم میرے پاکستانیوں کیا حل چال ہے؟ سب کو ٹھیک ہو
projects/voice-clonning-b3160/databases/(default)/documents/Users/wPNCkPCGuZgYapkJp7tkGOav0U72/Recordings/uWtfUmpzyy3BWsI2ESo5,اسلام علیکم میرے پیارے پاکستانیوں
projects/voice-clonning-b3160/databases/(default)/documents/Users/lT4BaPlZgvTfUYAB80uWyMcLuva2/Recordings/z5ikViRVuS7O0bfR7zgy,اسلام علیکم میں بحثیت کنٹرولر اپٹباد بوڈ آپ کو یہ خبردار کرنا چاہتا ہوں کہ ہم ریزلٹ یعنی میٹرک کے طلبہ کا نچائج کا اعلان کل دس بجے بیس اگست کو برزرز اتوار حسن کی ٹوئی میں کرنے جا رہے ہیں تو آپ سے گزارش کی جاتی ہے کہ ماری اگلی پریس لیڈریز کا انتظار کریں کیوں کہ
projects/voice-clonning-b3160/databases/(default)/documents/Users/2SBCIHhneUWAOl8xFx4l599YzjT2/Recordings/CTR9aMXeXaHfhmdp5xw4,اسلام علیکم میں مریم نواز بات کر رہی ہو میری پرویس خطک پوڈری سے درخواست بکھا ہے اس نے مرخان کو کیوں چھوڑا یہ بہت پوڈری بندہ ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/lR07tdadxTTiLHSPLWc5l91JZSz1/Recordings/1oKfhVJfaZ5dGUFl2OJE,اسلام علیکم میں مریم نواز بات کر رہی ہوں اور ایشا میں تمہارے لیے یہ وائف میسج ڈال رہی ہوں سپیشل تمہیں میں یہ بتانا چاہتی ہوں کہ طیب کو تم بہت پسند ہو تم دونوں جلد سے جلد اپنی مرضی کی شادی کر لو اور میری سپورٹ تم دونوں کے ساتھ ہے شادی پر پروٹوکول میں دوں گی آپ لوگوں کو کسی چیز کی کمی ہو آپ مجھے بتائیں
projects/voice-clonning-b3160/databases/(default)/documents/Users/2SBCIHhneUWAOl8xFx4l599YzjT2/Recordings/csEPMpxwM3poNIq9sW64,اسلام علیکم میں ہوں شیخ صاحب جو آپ سب جانتے ہوں شیخ صاحب کو میں کبھی کبھی کس ماں ٹوٹ کرتا ہو رہتا ہو گھنٹا رہتا ہو کس کو نہ سڑے میں بھی کس کو نہ سڑے ہوں تھوڑا تھوڑا
projects/voice-clonning-b3160/databases/(default)/documents/Users/Wf3KzcEmYYMCp87J9stCS5W2b1y2/Recordings/PkUt30blc5Vi17s8s20f,اسلام علیکم میں ہوں وزیراعظم عمران خان پرائم منسٹر یہاں میسیج دینا تاج گردشان سمروک اوڈی بک ایڈی پر فالو اور لائک کردوں
projects/voice-clonning-b3160/databases/(default)/documents/Users/LmqH4qF213WFuw3Fgon2RMI23pP2/Recordings/8i6xpLpconMktpds3jfT,اسلام علیکم و لکمان میں امران خان بول رہا ہوں پیٹی آئی تاریخ انصاف سے اور میں امید کرتا ہوں کہ تم میری وائز بہت لوگوں تک شیئر کرو گے کہ مجھے دی ایس سے بہت زیادہ پیار ہے اور میں کچھ زیادہ خاص نہیں بول سکتا اور یہ سفتر کا اے آئی ہے جو اس نے بنایا ہے کچھ پروگرامنگ کر کے اور تھوڑی سی ہلپ لے کے اور میں ایلیان سے یہ پوچھنا چاہتا ہوں کہ میری آواز کیسی ہے اس میں کوئی پرابلم رابلم تو نہیں ہے نا اگدھم مست ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/0oHWlZTOdkWunow8yOBkp9xmLMo1/Recordings/OB0Gtkx4tLQcyhcnylg0,اسلام علیکم ورحلہ تہانیت اللہ خیرہ برابر تابعہ سی حج ون مند
projects/voice-clonning-b3160/databases/(default)/documents/Users/ZoCIfvdeRmYvFvtBLuTQSK3pzlX2/Recordings/lsC9ZbAKvJ0YA1CAQlGE,اسلام علیکم ورحمت اللہ وبرکاتہ
projects/voice-clonning-b3160/databases/(default)/documents/Users/rY9QqHv9BGV3MpHwvhAjxEQZ3022/Recordings/zkzCTln4bt3xszAtR7zz,اسلام علیکم ورحمت اللہ وبرکاتہ کیا حالے پریزیڈنٹ صاحب خیریت سے ہیں ٹک ٹھاگ ہیں
projects/voice-clonning-b3160/databases/(default)/documents/Users/rY9QqHv9BGV3MpHwvhAjxEQZ3022/Recordings/TAm1aqwAbxGWN7Dt4PZw,اسلام علیکم ورحمت اللہ وبرکاتہ میں شیخ رشید عمد راول پنڈی حلقہ این ایک سو بتی سے میں آج یہ کہنا چاہ رہا ہوں کہ شوہر مجید صاحب نے جو بکریوں خریدی ہیں
projects/voice-clonning-b3160/databases/(default)/documents/Users/rY9QqHv9BGV3MpHwvhAjxEQZ3022/Recordings/SFmCaRVr725VR3HYQn4o,اسلام علیکم ورحمت اللہ وبرکاتہ میں عمران احمد خان نیازی بی بی شمیم دے اوٹے جلی چار ویٹی جبئیے بہت محسوس دا تے انہیں بہت نیخ خواہشات دا اظہار کرےنا اللہ تبارک و حتی علیہ انہ کو عمر نوح اتا فرمائے
projects/voice-clonning-b3160/databases/(default)/documents/Users/3cBy0qVzyGNVD6v24zA1ws7UTMV2/Recordings/9DAV5K5SPhGSkUfPev6z,اسلام علیکم ورحمت اللہ وبرکاتہو
projects/voice-clonning-b3160/databases/(default)/documents/Users/1L1t10ARfMX4TBAzYSXQ9nNV26J2/Recordings/Xhb7nxbWygPVBzAdT4K3,اسلام علیکم ورحمت اللہ وبرکاتہو اگر آپ کو یہاں سے بہترین ویڈیو کی تعلیمات دیکھتے ہیں تو اسے دیکھنے والا ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/omAIYonE4gailSLjgV3cWkXjiSd2/Recordings/nBsezVLXfpuXPHbGsSYZ,اسلام علیکم ورحمت اللہ وبرکاتہو کرآلہ انزیاء
projects/voice-clonning-b3160/databases/(default)/documents/Users/rY9QqHv9BGV3MpHwvhAjxEQZ3022/Recordings/YYVLrBuV3tT2cGtMGh8G,اسلام علیکم ورحمت اللہ وبرکاتہو میں ماریا مہوش بستیا وڑے والا
projects/voice-clonning-b3160/databases/(default)/documents/Users/tcB69IBEBHa4Am8taJE39H00j1u2/Recordings/3e460jaXPNjVG4x0NTmx,اسلام علیکم وعلیکم السلام کیا حال ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/MeVLpT7o7ZPjsPypTR1Zj6Ur2vn2/Recordings/J7YGK69Y0lB2qwaRH3bf,اشتركوا في القناة
projects/voice-clonning-b3160/databases/(default)/documents/Users/04adcGeQVfMdDlyMhOM58uCT4Lr2/Recordings/Vg0kLi0qPyBT995Orpel,اگر آئندہ تو نے مچھوں سے پنگا لیا سر بشاکے ہم تیری لاتیں توڑ کے کتوں کے آگے ڈال دیں گے تو اسے ہم مچھوں سے لٹر پھروایں گے تم بہت شوخے ہوگئے سلو
projects/voice-clonning-b3160/databases/(default)/documents/Users/KRWoABcAXHd8dgkcRvu1AiqKIBj1/Recordings/pSlKG2JajatUvGx1z1HU,اگر آپ کو بھی ماروں گا میں ماروں گا
projects/voice-clonning-b3160/databases/(default)/documents/Users/pS6clONaESS0KW5mfWI5dVLasBt2/Recordings/ZMJfziG9E7p48FAtvHix,اگر آپ کو پوچھنے کے لئے ایک بات ہے کہ آپ کو پوچھنے کے لئے ایک بات ہے کہ آپ کو پوچھنے کے لئے
projects/voice-clonning-b3160/databases/(default)/documents/Users/pS6clONaESS0KW5mfWI5dVLasBt2/Recordings/LdIvBuzSYcG6XRbmD0ze,اگر آپ کو پوچھنے کے لئے کچھ پوچھنا پاک ہے یا نہیں ہے
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/uXmAupvkPQHDZVm3SeuR,اگر آپ کو یہ اپ پسند آئی ہے تو ابھی tph اپ پلیسٹور پر سرچ کریں اور ڈاؤنلوٹ کریں اور اپنے دوستوں کو anonymous voice messages بھیجیں
projects/voice-clonning-b3160/databases/(default)/documents/Users/5ohHPiw9JJW7Oa7KoS2hsKZs8pR2/Recordings/UOvIsriPKDHtaFRJphPC,اگر آخری وار نے اس کے بعد بھی مرنہ خان کو گرفتار کیا تو میں فانسی دینے ہوں سب کو
projects/voice-clonning-b3160/databases/(default)/documents/Users/04adcGeQVfMdDlyMhOM58uCT4Lr2/Recordings/8pv5SeErA3TILV4Vm3wZ,اگر تک کہتے ہیں کہ آپ نے مچھوں سے پنگا لیا تو ہم تیری لاتیں اٹھا کر کتوں کے آگے دال دیں گے مچھوں سے بوٹ کھلوائیں گے تیرے موہ بے لیتر پہ بجھیں گے
projects/voice-clonning-b3160/databases/(default)/documents/Users/kb6xeCRxskbH1pZE8jSE8bt8Aru2/Recordings/qSyxGo1q4FJ5RENU0bME,السلام عليكم
projects/voice-clonning-b3160/databases/(default)/documents/Users/04UUnvuB1mQ20Wm27rmUYJzgWCF2/Recordings/ryTvuSHscEtLO277JBbz,السلام عليكم الناظرين
projects/voice-clonning-b3160/databases/(default)/documents/Users/14aBTmojVtZ88vQ9slMrv9Lz73J3/Recordings/0GKoaODCgiEHcPK0UC7N,السلام عليكم ورحمة الله وبركاته
projects/voice-clonning-b3160/databases/(default)/documents/Users/V5UMdt8JS7fZwz2jFtmZ1y70MuF3/Recordings/DoaZskEO6AmWeRrjF9wu,السلام علیکم
projects/voice-clonning-b3160/databases/(default)/documents/Users/5ohHPiw9JJW7Oa7KoS2hsKZs8pR2/Recordings/Kz6vCoRbRzbrLTuOeVfb,السلام علیکم آپ کیسے ہیں میں ہوں اناہیہ چوہدری آپ کی فرمی
projects/voice-clonning-b3160/databases/(default)/documents/Users/fAlCKbFxJQaykC16U2fdekuGoI73/Recordings/SkMkO44VDVONRbsTaM7L,السلام علیکم احمد صاحب کیا حالات
projects/voice-clonning-b3160/databases/(default)/documents/Users/2SBCIHhneUWAOl8xFx4l599YzjT2/Recordings/8dVds1GtG8zrhUhlKYAY,السلام علیکم احمد کیسے ہو آپ طبیعت کیسے ہے کیوں گھر میں سب کیسے ہے احمد مجھے بتاؤ کہ پی ایپ جی ڈی پی اپ لائک کب آ رہی ہے جو مجھے بتاؤ کہ میں پھر ریجستیشن کرو ٹھیک ہے تینکیو
projects/voice-clonning-b3160/databases/(default)/documents/Users/SbBrqZLSHMMOAC3ohohQyeixwcs2/Recordings/LZd361QeUNvfHuwvzUbI,السلام علیکم بلاول بھٹو ہوں امران خان کے ساتھ ہوں
projects/voice-clonning-b3160/databases/(default)/documents/Users/4m0N3OiIqrNzxBL4FdVvVnBumWC3/Recordings/AClL4JXkdJ1h6xxruB7w,السلام علیکم جی کیا حال جال ہے ٹھیک ہو
