id,transcription
WPEvnIVb8qoTNJnqvYzB,اسلام علیکم جدار کیا حال ہے؟
DEgwR2gGq4eirtIXoMFN,اسلام علیکم جلی دستورینج ایڈا خیر دا خیر جوڑی ہے ٹکٹر شکر دا وصفہ دا خیر خیریت دا خدا حضور علیہ علیہ وسلم انچالو دو
FzsAFSr73e5MYeVGOrrs,اسلام علیکم جنگلک خیبرہ بری خیریت تے جنگلک بی خیبر کیا رہا ہے انہوں نے تباست نکی ہے مالچ تباست کیا ہے
gOTEVSpAVOgopowThowk,اسلام علیکم جی پاکستان میں شیخ رشید بات کر رہا ہوں اور میں یہ کہنا چاہتا ہوں کیوں کہ یہ جو عمر نام کا لڑکا ہے ریپور یونیورسٹی کا تو اس سے جو ہے آپ نے بچ کے رہنا یہ بڑا دو نمبر قسم کا اور اہمی قسم کا لڑکا ہے جی بہت شکریہ
KaVcyX7FDFuFPfVuqssf,اسلام علیکم جی چوئی صاحب میرا پیغام جو ہے وہ کراچی میں لڑکا ہوتا ہے زرار احمد نام کا نواز سروس ٹیشن پہ ہوتا ہے لڑکا اس کو میرا یار یہ پیغام پچھا دو کہ بھائی میں تنگ آگیا ہوں میری لال اویلی گئی میرے اکاؤنٹ و اکاؤنٹ ان لوگوں نے سیز کر دی ہیں میرا کوئی سلح سفائی سے مسئلہ حال کراؤ میں نے اس رگے کے بارے میں سنا ہے کہ یہ میاں صاحب کا بڑا قریبی بندہ ہے اس کو بھولو میاں صاحب کو بھول کے ہمارا کام شام کروایا ہے میں تو فز گیا ہوں بھائی نہ ادھر خان ہے نہ ادھر کوئی اور ہے پنڈی والے بھی نراض ہیں میرے سے تو کڑو یار بھائی مربانی ہوئی گی یار
prqjzDKoufoInnDT7PR0,اسلام علیکم جی دیکھیں جی یہ ویڈیو میسج میں بنا رہا ہوں اپنے افیشل ٹک ٹک اکاؤنٹ پہ اپلوڈ کروں گا شیخ احمد رشید یہ میرا ٹک ٹک اکاؤنٹ ہے اچھا جی بڑے لوگوں نے مجھے کہا ہے کہ شیخ صاحب یہ پی ٹی آئی کو چھوڑ دیں آپ کو پچاس لاکھ رپیہ دے دیں گے امران خان کا ساتھ نہیں چھوڑنے والا میں انشاء اللہ خان صاحب کے ساتھ رہوں گا تھا اور ہوں پورا پاکستان جانتا ہے کہ خان صاحب کے ساتھ دل و جان سے ہم نے پیار کیا ہے اور آج تک شیخ رشید پہ کوئی کرپشن کا کیس اگر کوئی ثابت کرتا ہے تو میں اس بندے کو روپیہ ایک کروڑ پہ دوں گا اگر کوئی بھی بندہ پورے پاکستان میں سے اٹھ کے یہ ثابت کرتا ہے کہ شیخ رشید نے اپنے عدو میں کرپشن کیا ہے دیکھیں جی کرپشن ہم نے کی نہیں تو یہ پھر بات ہی نہیں آتی شکریہ جی
Mj4dZeXnifS1LJgvuyuD,اسلام علیکم جی میں شیخ رشید بات کر رہا ہوں اور میرا یہ پغام ہے کہ حق شاکھ ہوگا کہ اسی صروبہ اور کیا ہوگا امممم ایک یہ بھی لے لو
1a3HMNFiDPpnFwKguzPq,اسلام علیکم جی میں شیخ رشید بات کر رہا ہوں اور میں یہ کہنا چاہوں گا کہ یہ جو عمر نام کا لڑکا ہے جی حریفور کا یہ حریفور یونیورسٹی میں جو پڑھتا ہے جی یہ بڑا رحمی لڑکا ہے اس سے بات کریں جی
ESUMIl7fekG6l6GX6fCv,اسلام علیکم جی میں شیخ عرشید بات کر رہا ہوں اور میں یہ کہنا چاہتا ہوں کہ بھئی حق شاہی ہوگا کسی سوگا اور کیا ہوگا یہ بھی لے لو
NKoHtt9H6EiU8NvSdYGz,اسلام علیکم چوئی صاحب کی حال ہے توڑا چوئی صاحب شیخ عشید گل کر رہا ہے چوئی صاحب دا یار مڈا ایک ہے گا ضرار احمد ناہ دا نواز سرویسٹیشن تو ہندا کراچی چاہے اس کو یار ایک پہخان دو یار اس کا میں نے سنا ہے کہ لڑکا جو ہے بڑا کام کا لڑکا ہے مہا صاحب سے جو ہے وہ ڈائریک راپٹن اس کو بولو یار کوئی صلاح صفائی کرے میرا بھی ماملا حال کروئے چوئی صاحب چھپ چھپ کے جو ہے وہ تنگ آگیا ہے کب تک چھپوں گا یار چوئی صاحب تو اس لڑکے کو بولو مہربانی کرے میہا صاحب کے ساں کوئی ہمارا بیٹھک کروائے بات شاد کرے ہماری یہ لال اویلی تو دے دو مجھے یار لال اویلی بھی میں کہاں جاؤں گا میہا تو چوئی صاحب اس سے بات کرویار ضرار بھائی کچھ کرو یار ضرار بھائی مفی دے دے یار سانو
bkvfzJxTaYuZQFQxveIK,اسلام علیکم چوری صاحب میرا ایک پیغام ہے کراچی چھ ایک منڈا ہوندے زرار احمد ناہ دا اس کو جو ہے میرا یہ پیغام ایک پہچانا تھا جی نواز سرورس ٹیشن پہ ہوتا ہے لڑکا دیکھیں جی میں اس سے جو ہے وہ کہتا ہوں کہ اپنے لیڈر سیڈر سے معافی مانگے میری طرف سے غلطی ہو گئی میری لال عویلی بھی یہ لوگ لے کر جا رہے ہیں دو تین بندوں نے بولا کہ آپ جو ہے وہ زرار سے بات کرو اس کا جو ہے وہ ڈائریک رابطہ ہے جی چوری صاحب اس کا لڑکا کا میہا صاحب کے ساتھ کوئی بات کر کے کوئی راستہ بیچ کے نکالے میں تو فز گیا مربانی کرو ہمارے بارے میں سوچو کچھ تو یہ کیا ہے بڑی مربانی ہوگی آپ کی
OdpBnm3POLyh53IDJEaR,اسلام علیکم خوزمہ کیا حال ہے؟ آپ کا مسئلہ حال ہویا ہے یا نہیں؟ مسئلہ کا حال ہویا ہے یا نہیں؟ آپ کو مصطلح نہیں کرتا؟ میں نے کہا کہ کبھی کسی بھی ڈھونگ کرے اور میں نے کہا کہ آپ میرے بھٹو ہیں سمجھے میرے بھٹو؟ میری بھائی سنو کدھے فریویں میں بیکن کے سگار پینے ہوں سمجھے میرے بھائی؟
LwsfPKSpOHuwuqbqoQgq,اسلام علیکم خوزیما پی اے میل اے یا پی پی ٹی اے اس میں آپ جو ہے میرے ساتھ جو ہے امران خان کے حلافہ لڑنے کی جو ہے توڑیسی یہ مجھے ساجش کی ضرورت ہے آپ کی اور دوسری بات یہ ہے کہ میرا پردیلہ آگیا ہے میں مریم نواز یہ اعلان کرتی ہوں کہ سفتر اگر آجائے تو اس کو میں ہر طرح سب خوش رکھوں گی اور اس کا جو بھی کوئی چیز ہوگا میں پوری کر دوں گی
HMpEr4rgnOHyQth14Amv,اسلام علیکم خوض عمہ کیا ہے لیکن آپ ٹھیک ہیں جان؟ جان ، آپ کی مسئلہ کیا ہے؟ آپ کو کچھ بتا سکتے ہیں یا نہیں بتا سکتے ہیں؟ ہاں ، اگر آپ کوئی مسئلہ پریشانی ہے تو جان ، آپ کو مجھے کارل گرنہ کریں ، ٹھیک ہے؟
9Wc1cgDdXnAail48SnyM,اسلام علیکم دوستو آپ کیسے ہیں تبیر صبر ٹھیک ہے آپ کی
DWVnp4e4kbTcxR0CMCfE,اسلام علیکم زشان کیسے ہو تم؟ زشان میں بات کرنا چاہتا تھا تم آج کل زین سے بہت خفا ہو کیا چکر ہے؟
GMY1OzAT5zcfkHUuKnjG,اسلام علیکم زیم رنخانیم. سبویه. جا سبویه ایم؟ من رنخان هستم.
V07oQkp1FzXKa04AcH3K,اسلام علیکم زیمران خانیم دیپٹیائی مالک وعلیکم السلام علیکم
LrmTvgVI12MVU0gqBof1,اسلام علیکم سادھ روٹ سنگھے ٹکٹک خیرہدہ امران خان خبرکوں میں اٹھاک جیلنا خبر شیئرہی میں چیتت کورٹ میریج کے نوسد پوئے کامچیز ہم جیل دوں دی کورٹ میریج پوجے راہ رہے ہیں میں کم جی نئی میں چکولد آگا پہلانے خواندوں اور آگا چیدے راپس پولیس کیس کو دادے جیل دے رویشتہ میں ڈیویشتہ میں لطف ہم چکے خیال کوا دشمنی پولیس کے سلابیہ دانٹینگیو موگلم دعا کوچی زر رہو جو اور موگلم در تہ دعا کوچی بازا کورٹ وارا مسئلہ جیسے الحرشی
JOy6AUwo1yWVaRcEAixx,اسلام علیکم شادیب کیا حال ہے آپ کا
3Qp6sn0SQUsX6kIF2zqg,اسلام علیکم شیبکو شادی مبارکو شیخ رشید کی طرف سے
EZzAKBGtqKlDdseLDNqi,اسلام علیکم عبداللہ کیا حال ہے آپ کا مہوں کیسے ہے آپ کے کسی رشتہ در کی شادی ہے
OvehWUpSt1I8QiwpNuUL,اسلام علیکم کیا حال ہے ریکارڈنگ نمبر سیکس
Waj9JCnb6JdTUoarwumZ,اسلام علیکم کیا حال ہے؟
BjA7x86rlbi8BVq5BFMp,اسلام علیکم کیسے ہیں آپ سب لوگ اسلام علیکم کیسے ہیں آپ سب لوگ
0OtkaAfrU11CxZznuwyX,اسلام علیکم کیسے ہیں آپ لوگ میں ہوں آپ کی ہوسٹ اور دوست مریم نواز
ezMSDbi1khicJLDFEQEw,اسلام علیکم لکمان میں ہوں تمہارا نمبر میں نے اپنے بھائی کے موبائل سے چھوکے سے لیا ہے غصہ متونا تمہارا پتہ ہے یا نہیں لیکن میں تم سے بہت زیادہ پیار کرتی ہوں اور میں پانچ ماہینے سے تمہارا ویٹ کر رہی ہو کہ تم آجاؤ اور کسی طرح تم سے میری بات ہو جائے لیکن تمہیں میں نے لیٹر بھی دیا ہے اور تم نے کسی چیز کا ریپلائی نہیں کیا یہ میں نے بھائی کے موبائل سے چھوکے سے نمبر لیا ہے آپ کا تو پلیس مجھے ریپلائی دے دو
UiI7GmKvwEV9v6Z99OE0,اسلام علیکم مماندار و صنگیہ کٹا خریدتے جوڑ تکڑو
dEZEhjqD3G0I4kJcRw6G,اسلام علیکم مہا بلالہ ملکے بڑی خوشی ہوئی اور میں پاکستانی اتصان داس کے جا رہا ہوں
iKdUN00OM7af8ALywi5X,اسلام علیکم میرا نام عمران خان ہے اور میں آپ سب کو یہ بتانا چاہتا ہوں کہ احمد ایڈیٹس کے بائنزر فالور پر آپ سب کا بہت بہت شکریہ اسی طرح یہ بائی کو سپورٹ کرتے رہے
GtA0EbwQsucoWlw1gDqA,اسلام علیکم میرے پاکستانی بھائیوں آج میں آپ کو سب کو یہ بتانا چاہتا ہوں کہ دغرندی کو بلکل بھی ٹک ٹک پر فولو نہ کریں کیونکہ دغرندائے ایک دغرندائے ہیں
zC8fjCij4CZLZrkyB2Nt,اسلام علیکم میرے پاکستانیوں کیا حل چال ہے؟ سب کو ٹھیک ہو
uWtfUmpzyy3BWsI2ESo5,اسلام علیکم میرے پیارے پاکستانیوں
z5ikViRVuS7O0bfR7zgy,اسلام علیکم میں بحثیت کنٹرولر اپٹباد بوڈ آپ کو یہ خبردار کرنا چاہتا ہوں کہ ہم ریزلٹ یعنی میٹرک کے طلبہ کا نچائج کا اعلان کل دس بجے بیس اگست کو برزرز اتوار حسن کی ٹوئی میں کرنے جا رہے ہیں تو آپ سے گزارش کی جاتی ہے کہ ماری اگلی پریس لیڈریز کا انتظار کریں کیوں کہ
CTR9aMXeXaHfhmdp5xw4,اسلام علیکم میں مریم نواز بات کر رہی ہو میری پرویس خطک پوڈری سے درخواست بکھا ہے اس نے مرخان کو کیوں چھوڑا یہ بہت پوڈری بندہ ہے
1oKfhVJfaZ5dGUFl2OJE,اسلام علیکم میں مریم نواز بات کر رہی ہوں اور ایشا میں تمہارے لیے یہ وائف میسج ڈال رہی ہوں سپیشل تمہیں میں یہ بتانا چاہتی ہوں کہ طیب کو تم بہت پسند ہو تم دونوں جلد سے جلد اپنی مرضی کی شادی کر لو اور میری سپورٹ تم دونوں کے ساتھ ہے شادی پر پروٹوکول میں دوں گی آپ لوگوں کو کسی چیز کی کمی ہو آپ مجھے بتائیں
csEPMpxwM3poNIq9sW64,اسلام علیکم میں ہوں شیخ صاحب جو آپ سب جانتے ہوں شیخ صاحب کو میں کبھی کبھی کس ماں ٹوٹ کرتا ہو رہتا ہو گھنٹا رہتا ہو کس کو نہ سڑے میں بھی کس کو نہ سڑے ہوں تھوڑا تھوڑا
PkUt30blc5Vi17s8s20f,اسلام علیکم میں ہوں وزیراعظم عمران خان پرائم منسٹر یہاں میسیج دینا تاج گردشان سمروک اوڈی بک ایڈی پر فالو اور لائک کردوں
8i6xpLpconMktpds3jfT,اسلام علیکم و لکمان میں امران خان بول رہا ہوں پیٹی آئی تاریخ انصاف سے اور میں امید کرتا ہوں کہ تم میری وائز بہت لوگوں تک شیئر کرو گے کہ مجھے دی ایس سے بہت زیادہ پیار ہے اور میں کچھ زیادہ خاص نہیں بول سکتا اور یہ سفتر کا اے آئی ہے جو اس نے بنایا ہے کچھ پروگرامنگ کر کے اور تھوڑی سی ہلپ لے کے اور میں ایلیان سے یہ پوچھنا چاہتا ہوں کہ میری آواز کیسی ہے اس میں کوئی پرابلم رابلم تو نہیں ہے نا اگدھم مست ہے
OB0Gtkx4tLQcyhcnylg0,اسلام علیکم ورحلہ تہانیت اللہ خیرہ برابر تابعہ سی حج ون مند
lsC9ZbAKvJ0YA1CAQlGE,اسلام علیکم ورحمت اللہ وبرکاتہ
zkzCTln4bt3xszAtR7zz,اسلام علیکم ورحمت اللہ وبرکاتہ کیا حالے پریزیڈنٹ صاحب خیریت سے ہیں ٹک ٹھاگ ہیں
TAm1aqwAbxGWN7Dt4PZw,اسلام علیکم ورحمت اللہ وبرکاتہ میں شیخ رشید عمد راول پنڈی حلقہ این ایک سو بتی سے میں آج یہ کہنا چاہ رہا ہوں کہ شوہر مجید صاحب نے جو بکریوں خریدی ہیں
SFmCaRVr725VR3HYQn4o,اسلام علیکم ورحمت اللہ وبرکاتہ میں عمران احمد خان نیازی بی بی شمیم دے اوٹے جلی چار ویٹی جبئیے بہت محسوس دا تے انہیں بہت نیخ خواہشات دا اظہار کرےنا اللہ تبارک و حتی علیہ انہ کو عمر نوح اتا فرمائے
9DAV5K5SPhGSkUfPev6z,اسلام علیکم ورحمت اللہ وبرکاتہو
Xhb7nxbWygPVBzAdT4K3,اسلام علیکم ورحمت اللہ وبرکاتہو اگر آپ کو یہاں سے بہترین ویڈیو کی تعلیمات دیکھتے ہیں تو اسے دیکھنے والا ہے
nBsezVLXfpuXPHbGsSYZ,اسلام علیکم ورحمت اللہ وبرکاتہو کرآلہ انزیاء
YYVLrBuV3tT2cGtMGh8G,اسلام علیکم ورحمت اللہ وبرکاتہو میں ماریا مہوش بستیا وڑے والا
3e460jaXPNjVG4x0NTmx,اسلام علیکم وعلیکم السلام کیا حال ہے؟
J7YGK69Y0lB2qwaRH3bf,اشتركوا في القناة
Vg0kLi0qPyBT995Orpel,اگر آئندہ تو نے مچھوں سے پنگا لیا سر بشاکے ہم تیری لاتیں توڑ کے کتوں کے آگے ڈال دیں گے تو اسے ہم مچھوں سے لٹر پھروایں گے تم بہت شوخے ہوگئے سلو
pSlKG2JajatUvGx1z1HU,اگر آپ کو بھی ماروں گا میں ماروں گا
ZMJfziG9E7p48FAtvHix,اگر آپ کو پوچھنے کے لئے ایک بات ہے کہ آپ کو پوچھنے کے لئے ایک بات ہے کہ آپ کو پوچھنے کے لئے
LdIvBuzSYcG6XRbmD0ze,اگر آپ کو پوچھنے کے لئے کچھ پوچھنا پاک ہے یا نہیں ہے
uXmAupvkPQHDZVm3SeuR,اگر آپ کو یہ اپ پسند آئی ہے تو ابھی tph اپ پلیسٹور پر سرچ کریں اور ڈاؤنلوٹ کریں اور اپنے دوستوں کو anonymous voice messages بھیجیں
UOvIsriPKDHtaFRJphPC,اگر آخری وار نے اس کے بعد بھی مرنہ خان کو گرفتار کیا تو میں فانسی دینے ہوں سب کو
8pv5SeErA3TILV4Vm3wZ,اگر تک کہتے ہیں کہ آپ نے مچھوں سے پنگا لیا تو ہم تیری لاتیں اٹھا کر کتوں کے آگے دال دیں گے مچھوں سے بوٹ کھلوائیں گے تیرے موہ بے لیتر پہ بجھیں گے
qSyxGo1q4FJ5RENU0bME,السلام عليكم
ryTvuSHscEtLO277JBbz,السلام عليكم الناظرين
0GKoaODCgiEHcPK0UC7N,السلام عليكم ورحمة الله وبركاته
DoaZskEO6AmWeRrjF9wu,السلام علیکم
Kz6vCoRbRzbrLTuOeVfb,السلام علیکم آپ کیسے ہیں میں ہوں اناہیہ چوہدری آپ کی فرمی
SkMkO44VDVONRbsTaM7L,السلام علیکم احمد صاحب کیا حالات
8dVds1GtG8zrhUhlKYAY,السلام علیکم احمد کیسے ہو آپ طبیعت کیسے ہے کیوں گھر میں سب کیسے ہے احمد مجھے بتاؤ کہ پی ایپ جی ڈی پی اپ لائک کب آ رہی ہے جو مجھے بتاؤ کہ میں پھر ریجستیشن کرو ٹھیک ہے تینکیو
LZd361QeUNvfHuwvzUbI,السلام علیکم بلاول بھٹو ہوں امران خان کے ساتھ ہوں
AClL4JXkdJ1h6xxruB7w,السلام علیکم جی کیا حال جال ہے ٹھیک ہو
tqGIwLFyBlYpRLH0fApH,السلام علیکم جی میں شیخ رشید بات کر رہا ہوں راول پنڈی سے میں نے سنا کہ طیب کو ایشا بڑی پسند ہے مجھے ابھی امران خان صاحب کی گارہ ہے تو اس لئے میں وائس نوٹ بنا رہا ہوں طیب کو بھیج رہا ہوں یہ انسٹاگرام پہ تو مجھے کل طیب نامی لڑکے کا وائس نوٹ میسج آیا ہے کہ شیخ صاحب مجھے اپنی کزن سے پیار رہ گیا ہے لیکن مجھے لگتا ہے کہ ہمارے گاروالے نہیں مانیں گے تو بیٹا اگر دونوں کو پیار ہے تو دونوں کو شادی کرلو انہیں کون سا فیوچر بنانا ہے فیوچر تو دونوں کو کہیں ہم تو اپنا فیوچر برباد کر بیٹھے ہیں پولیٹکس میں دونوں کو اپنا اچھا سا کریئر ڈھونڈو کریئر ڈھونے سے پہلے شادی کرو تاکہ بیوی تمہیں بھگائے تمہیں سمجھ لے کاموں وغیرہ کی بچہ پیروں پر کھڑا ہو جائے اس کی شادی کر دو نکاح اس کا فائنل کر دو بچے کا وائس نوٹ ڈال دیا ہے ابھی میں جا رہا ہوں بلاول کے پاس
4AJtJMpjROmJnXyH9csY,السلام علیکم جیسے آپ رضی اللہ ت professions
Ej9B1uCYKHYtv5B3d6ia,السلام علیکم خوائے صاحب کیا حال ہے؟ ٹھیک ہے ۔
kMGG12RlRV9G1qXq4Z8h,السلام علیکم سجاد صاحب کیا لے ٹھیک ہے؟ میں عمران خان بول رہا ہوں اور یہ جو آواز ہے ویسے یہ سفتر بول رہا ہے لیکن آواز میری ہے تو بتائیں کہ کیسا لگایا یہ آپ جو ہے نا تاریخ انصاف میں آنا چاہتے ہیں پی ٹی آئی کو سپورٹ کرتے ہیں ہے نہیں کرتے؟
3w9B6Xaa7WVDTyklaf2v,السلام علیکم سجاد کیا حالت ٹھیک ہے؟ سجاد صاحب میں مریم نواز بول رہی ہوں کیا آپ ہماری پارٹی ہے اسے سپورٹ کرنا چاہتے ہیں یا نہیں؟ دوسری بات یہ ہے کہ میں آپ کو کیسی لگتی ہو؟ مطلب ایک تو میں اتنی خوبصورت سی ہوں اور کیوٹ سی ہوں تو میری خوبصورتی کے خاطر ہی آپ نوار شریف کا ساتھ دے دیں مربا نہیں آپ اس کو اور دے دیں شکریہ
3o4NjR9P6jk2lkAuO5qB,السلام علیکم سلام علیکم اسلام آدمی سلام علیکم
QgEk4qYEMd6crxJ9qzxL,السلام علیکم سہر آدھی کیسے ہیں آپ؟ طبیعت ٹھیک ہے آپ کی؟ گھر میں سب کیسے ہیں؟ سب ٹھیک ہے؟
3aN1I5vSGeZVkzpfcsgq,السلام علیکم سہر عادی ایاکن آودو ایاکن استائین سب سے پہلے آپ نے گبرانا نہیں جو سردار نام کا لڑکا آپ کو تنگ کرتا ہے اس کی آج میں ماں چھدا دوں گا پریشان ہونے کی ضرورت نہیں
hnWzlDSUU3mskod2Q4mV,السلام علیکم سہر عدی کیسے ہیں آپ طبعی ٹھیک ہے سب سے پہلے تو آپ نے گبرانا نہیں ہے ٹھیک ہے میں آپ کے ساتھ ہوں جو لڑکا آپ کو تنگ کرتا ہے اس کی میں گانڈ میں لنڈ ماروں گا پریشان ہونے کی ضرورت نہیں ہے
tOJshuvyHsrsg2HHbiUg,السلام علیکم سیجاد صاحب کیا ہے لطف صحابہ ٹھیک ہونا تے ام میں شیخ رشید بول رہا ہوں اور اگر آپ نے پیٹی آئی کو جائن نہیں کیوں تو میں آپ کو پر پانچ سو دس کا کیس کر دوں گا جو کہ مجھے خود بھی نہیں پتا پانچ سو دس کیس کیس لی ہوتا ہے تو کیسے لے گئے میری آواز
adT56Pj0eFOSDKr8dJV2,السلام علیکم کیا حال چالے تھیک ڈاکو شیخ صاحب
7P0kw7p8o6jcNKydB4Ui,السلام علیکم کیا حال ہے؟ سب بھائیوں کا ٹھیک ہے؟
2ea2Ub7s5c8CW0I6dJyM,السلام علیکم کیا رہے ہیں؟ کیسے ہیں سب؟
QRieBRrqQRGRqLI9QznX,السلام علیکم کیسے ہو آریان میں مجھے جیل سے نکال دو
5OMnBChApFvrW3dHnnBS,السلام علیکم کیسے ہیں آپ لوگ میں ہوں مریم نواز
O8EfRrF5iIsyqk0X9LRA,السلام علیکم مجھے مریب النفصلات کا دہی ہے
ZYDYbbLh9wPpCDPQRfcN,السلام علیکم میرے پاکستانیوں میں امران حمد کر رہا ہوں سب میرے کرکون آٹک جیل میں پہنچ جو بھی کہہ سکتے ہیں مہدر مجھے پانچی دے رہا ہے
yLBE7lOXSdaZtbjr1fnb,السلام علیکم میں شیف رجید میرا ولکے گان ماننا چاہتا ہوں
BQbkIsuuaBNiN00ydWNg,السلام علیکم میں میرے بھائی کیف بھائی بڑا کتا جنہیں ہیں اس سے بات مات کیا کرو
HVJqnXzZdxUyRgsjbDLN,السلام علیکم ورحمت الله وبرکاته. سنگا چلده؟ غیب خواه؟ جد بل خواه تلک وکلکیس.
HZ7s7WfTBvKdYy9nUXCT,السلام علیکم! کیسے آپ ڈالتے ہیں؟
vEGUqPKHy3eXcbe9zhVw,السلام علیکم. چه تا دا موبیل کرکی وگره؟ خواه پیدا ناشوئی انشالله مونگا و بس بهارا شو. زن سر بودا پولیسن و مونیسان راویولی و اوبه گرو بخواه. مون سر ماشین ماشینین و ایمنان مونگا دا پیدا کوئی انشالله و را غغر بم پیدا کو. و علیکم السلام.
RaAmpXSBJI5P1g5gllgw,الله أكبر الله أكبر
1bsBTmjuuWMzJRNJq7IZ,الله أكبر كبيره
FZDIWPD6LBRTxaA7rIvu,الله بلاله شنو تنجي اخاي
lWH6NFzvYhtecFdHCCMQ,امارا سانڈ ہے ایک سانڈ سانڈ سانڈ سانڈ امارا ہے سانڈ امارا ہے نیلا بھی داندو ہے نیلا بھی داندو ہے
vvXRiNkSt2YJo9ZOGoZt,امارہ میں آپ سے پوچھنا چاہتا ہوں کہ تیرے پاپا سے ڈھر ہے
wttASYpq5qSQtQgoTHLG,امران خان کو کوئی بھی مرن نہیں کر سکتا وہ اکیلہ ٹائگر ہیں
2ji6lH35EiIZExreEZpq,امران خان کو میں ایک چیز کہنا چاہتا ہوں کہ میں اپنو پی ٹی آئی چھوڑ رہا ہوں اور میں پی ایم ایل این کو جوین کرتا ہوں اور امران خان بہت ہی ہنزیر آدمی ہے اس کے ساتھ کبھی کام نہیں کروں گا
ISWzj1Lr0PV9kNz76LYc,امران خان میرا ابو ہے
hjuW5Ddq6uZEvU8mS4F9,امرزمہ جان میں آپ کو پیار ہوں میں کرچی سے آج ہوں پھر دونوں ساتھ مل کر گومیں گے پھریں گے عشق کریں گے اور کیا میں آپ کو پیار ہوں امرزمہ جان
iViYdUP13xJW92b4UlGv,امنا باز آئیں گے تیری محبت سے
m5DSsIOSVejrqXahdCru,امی بیغارت میں عمران خان تمہیں یہ بتانے کے لیے میسج بھیج رہا ہوں کہ تم بہت بڑے بیغارت ہو
0hzdEVBAAdwArnYX8jp8,او بھئی کیا ہے؟ آئی سی ایم ایم ایڈمیشن ہوا؟ اے؟ ایپ ٹیک زیادہ ہے یا نہیں؟ اے؟
9j4xaqff2cAyQtN7gRlT,او لکمان میری بات سن میرا بھتر تو ایک کڑیا دے چکر بچو بار نکل تے میرے نال پیار کر تے سف تر نال بھی پیار کر سیئے نا جانی تے سیاست پیارے امران خان نال تے بس کڑیا دی لین لگ جول سی تے آو بیک ایک دو سگار پینے میں شیخ رشید ہوں میں لکمان خانہ میسج کیتا ہوں سیئے سمجھائی ہے نا تے جیل میری سسرال ہے اور میں کوئی نہیں پتا
a19Sm6G83URNwAXqziQt,او میرے پیارے پاکستانیوں میں آپ کو بتانا چاہتا ہوں کہ حزیفہ جو ہے نا حزیفہ بڑا اچھا ہے
3VddCwACrDzOMF4x7Ycc,او میرے پیارے پاکستانیوں میں آپ کو بتانا چاہتا ہوں کہ حضیفہ جو ہے نا حضیفہ بڑا اچھا ہے
1jMfWXPdSlsXMFpTq3Yj,او میں بھی سچد میں جھکا کر سردعا میں مانگتا ہوں تجھے نہ ہو گیا آخری دم تک بچا ہتھ تم
L3p0Bc94dtPFaxhZ2tze,او نا لالا کیا لینڈ ٹک ٹاک رازی بازی خیر میر
aR2V4gwJJuHnvuPS3rKw,اور سلیر بیٹا بہت امدہ گیم
N4S13oKrN3ra1eJUiGEN,اوہ اوہ ہمارد ہو یار میرا پیکج ختم ہو گیا ہے جیل میں مجھے دور دور ایزی دور کروا تین سو گا میرا پیکج ختم ہو گیا ہے میں دیکھ رہا جاتا ہوں پاکستان کے کیا حالات ہیں آج کل چلتی شاباش دیکھ میرے جالا ہے نا تمہیں سن لے دیکھ میں تجھے کیا پتا ہے اس کی بند تین لاکھ دے تم مجھے نکل ندے
gqx12bi7ZQAQxO3Bo1wL,اوہ بھائی اومن بھائی کیا حال ہے؟
8lQebTCsllur19XeYEhc,اوہ تم مجھے ریپلائی کیوں نہیں دیتے؟ مجھے ریپلائی کیوں نہیں دیتے؟ مجھے یہ بتاؤ لکمان میں تم سے کتنا پیار کرتی ہوں تمہیں تھوڑا سا بھی اندازہ ہے کیا؟ میں تمہارے لئے اپنی جان بھی دے سکتی ہوں سمجھ آئی ہے نا؟ ہاں مجھے جلدی سے ریپلائی چاہیے مجھے اور کچھ نہیں پتا
Fm1qXGGD8KWTOGg74FPK,اوہ تیرے شہر میں ہے رتا بجران
klAvoi4BL02Eu6rRN7Lp,اوہ یار یہ والی اپ نہیں چل رہی اس کو ایک دفعہ دیکھ لے جلدی دیکھ
HTUBBP3IqJlplxYhg6t6,اوہل بکلہ کل غم واسم دوتر شکر وندی فکر کو مہ اوہ مینا بطلو راتلو جاتی گی اوہ کل رازہ کل بزدر زمینہ
HGuvzDviW72mtz3zcup5,ایا قناب دو ایا گناستائم اسلام علیکم پاکستان ایک لپنگ کب چلائی ہو؟ میں نے کب چلائیا؟ ایک زمان ایک لپنگ
8neP2bvsBbKBNT2ArNJI,ایا کنابدو ویا کنستائین میں یہ چھوڑ ہیں آپ کا جوش و جذبہ دیکھ کر میں خوش ہوں
hm3Fzgi0r3P1c0bUPHQT,ایاں کناب دو ایاں گناستائیم اسلام علیکم پاکستان ایک لپنگ کب چلائی ہو؟ میں نے کب چلائیا؟ ایک سے مانا ایک لپنگ تکیہ باب
I2XaB9wJ1nnhXrY1Oh4A,ایاں کنابہ دو ویاں کناستایل میں ان چوروں کو کہنا چاہتا ہوں کہ یہ کرپشن یہ کرم چور اس پاکستان میں نہیں رہنے چاہیے پاکستان زندہ بات پیٹی آئی زندہ
hPliLAnnx4J8W7SNIPIL,ایڈمین ، آپ کو سننے کے لئے بات کریں ، آپ ہمیشہ سمجھے گا۔
3y8hQod6varfhiIprpFZ,ایڈمین بات سنو نا آپ آگے سے ہسے جا رہے ہیں اس میں کوئی ہسنے والی بات ہے ہی نہیں کرش تو کسی کی اوپر بھی آ جاتا ہے
